full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter
       (2010 LC100),3.1796843439604836,0.1609786897545741,17.41167563511587,300.7747296627785,71.72827348135473,2.667822924436593,3.691545763484375,5.670015094182039,3218.0,0,51,,,16.6,2.884
143106 (2002 XN22),2.7034368692070414,0.048668897998470934,5.151562026518878,6.4435280155943975,316.884024282841,2.5718635759742985,2.835010162439784,4.4451103908912994,6654.0,0,572,,,15.7,4.359
 19701 Aomori (1999 SH19),2.64678854471584,0.04332678108272243,20.96440472454375,247.9436302519931,147.543344357626,2.5321117168666794,2.7614653725650014,4.30612935515086,10404.0,0,891,,,14.2,3.984
       (2010 NR26),2.75967201015213,0.015942991080259167,18.618256862610192,279.5166231901435,190.7175523801084,2.715674583909834,2.803669436394427,4.58452563453717,1.0,9,12,,,,3.227
219516 (2001 OZ50),2.450248404824234,0.2187515982779066,6.582519825956964,350.8853819291838,14.54457480625058,1.914252650091042,2.986244159557426,3.8355122571439506,6501.0,0,310,,,16.3,1.5219999999999998
 70443 (1999 TV9),2.580259870274394,0.038866203372444966,21.464091206838763,199.8170018639729,257.92633503868717,2.4799749654025507,2.680544775146237,4.14479804386989,6885.0,0,811,,,14.7,2.8110000000000004
203712 (2002 PF159),2.778763229601763,0.03750546521652187,0.6281504144851229,61.958469066288025,223.911720079055,2.674544421948984,2.8829820372545423,4.63218096211948,6065.0,0,242,,,16.2,3.463
   709 Fringilla (A911 CC),2.9162018978718884,0.1126778406969656,16.261812865552038,324.37786018410753,19.28373634118238,2.587610564983291,3.244793230760485,4.98006010860222,41708.0,0,2692,,,9.1,95.17299999999999
 50056 (2000 AN66),2.600102474934071,0.06023743532807965,15.412623546912151,114.8433869814195,90.76250149396195,2.4434789702538504,2.7567259796142918,4.19270106967968,10641.0,0,1452,,,14.0,4.601
150165 (1997 UG9),2.640107146370104,0.3803544035849469,8.045852021944286,34.109639029058926,13.846568205836599,1.635930767312147,3.6442835254280603,4.2898344374712405,8133.0,0,511,,,15.7,1.725
  3708 (1974 FV1),5.214904937622303,0.1586176968709853,13.36759896300381,291.18488462,57.49218117003213,4.387728727015524,6.042081148229082,11.9090685851773,32761.0,0,2185,,,9.3,75.661
       (2003 QA82),3.114314674651752,0.1926043787956032,27.152748102495217,151.9545584235622,242.4979973817405,2.514484031366421,3.714145317937084,5.496066014691781,7465.0,0,118,,,15.8,4.717
 48764 (1997 JJ10),5.193921121180058,0.0901511901161484,25.61428374418423,96.73193327418119,304.1194570691579,4.725682950736275,5.662159291623841,11.8372610955633,8492.0,0,995,,,11.5,28.043000000000003
273651 (2007 DJ77),2.4717983349671098,0.1058738492705683,12.22712682953375,1.5510405072844509,193.5183520882688,2.210099530623561,2.7334971393106593,3.8862233359925895,6426.0,0,236,,,16.6,2.147
439743 (2015 FL296),3.0992273712702714,0.06791629859529719,22.52635168030034,183.36323374455952,295.7823810378247,2.8887393197083617,3.309715422832181,5.45617587098096,5851.0,0,261,,,15.3,4.046
 78625 (2002 TU14),3.187733914406268,0.1561737428323596,1.724569150208571,200.2398869605844,283.675778423367,2.689893577839793,3.685574250972743,5.691559713723309,8445.0,0,719,,,14.7,5.0760000000000005
222241 (2000 HY90),3.185034612690892,0.2118207329847294,27.82789609587628,86.30949721788689,53.73654778146818,2.510378246448973,3.859690978932811,5.6843320163022995,6739.0,0,612,,,14.1,8.404
 19071 (1047 T-3),2.754808903185268,0.1242921256356896,6.341737384221545,272.1560361719811,41.13140884890329,2.412407848888248,3.097209957482287,4.57241266596027,15458.0,0,1555,,,14.2,4.125
 14744 (2092 P-L),2.646344673570518,0.1246321566901994,5.143896575610342,323.45555355773087,10.761544279961779,2.3165250295578033,2.9761643175832333,4.30504618224187,21861.0,0,1665,,,14.1,5.919
       (2010 KJ118),2.993925752595483,0.1509033602187664,17.275212315847842,86.43663842766266,212.828056110546,2.542132296283326,3.44571920890764,5.18047689572922,3211.0,2,40,,,16.732,3.4819999999999998
297442 (2000 SF191),5.175548875552752,0.08782895147417044,21.76636099193368,21.92504384298924,333.14655373631285,4.720985844509632,5.6301119065958725,11.774509477390401,6819.0,0,301,,,12.8,14.293
126150 (2001 YZ136),2.361234833835463,0.1538543522269568,7.724391821635328,318.74674905864936,244.06304623877497,1.997948578019982,2.7245210896509438,3.6284151738634103,7599.0,0,726,,,15.8,4.524
 96648 (1999 GZ45),2.3623842393481413,0.1408935050738679,6.603285573872875,74.64385667208127,196.4064904563712,2.0295396435351183,2.695228835161164,3.6310648645053196,7621.0,0,649,,,15.9,1.716
       (2010 KQ25),3.1315127263173084,0.2315060306603003,26.939818391408785,39.42849521371033,114.064369598173,2.406548645085373,3.8564768075492437,5.541654857117949,4011.0,0,92,,,16.5,2.988
 89202 (2001 UJ90),3.0994358699199833,0.08149006650621156,11.196042805884199,206.98521971224892,326.1568900355575,2.846862634748466,3.3520091050915,5.456726471645959,10781.0,0,453,,,15.1,5.107
 45197 (1999 XY167),2.675995571710281,0.1148331807312358,5.893997747713407,36.19348394324553,96.26869414787346,2.368702488588088,2.9832886548324735,4.37760213878871,7983.0,0,1122,,,14.3,6.593999999999999
       (2010 PZ31),2.927818703925047,0.08093614527056274,4.221961278714814,54.085696103170875,189.43688000149018,2.6908523439782988,3.164785063871796,5.00984712468026,1.0,9,15,,,,4.6160000000000005
 12090 (1998 HX36),2.7886015457140334,0.2228533104851122,7.064321775056152,204.14229460218831,110.6949679016173,2.16715245962776,3.4100506318003063,4.65680334148169,15809.0,0,1322,,,14.3,9.208
398554 (2011 UC388),3.1452795017952,0.1438358099980997,22.0011097618282,66.48848130330202,31.37925010510729,2.6928756769840683,3.597683326606332,5.57823837647378,6741.0,0,150,,,15.7,4.211
524883 (2004 ED29),3.17438353018243,0.01249642488555037,7.275433589463747,228.5780662271484,340.5648768170285,3.1347150848395766,3.214051975525283,5.65584238345275,5788.0,0,142,,,15.9,4.357
 78675 (2002 TH118),2.9707913068000917,0.046312323803391064,9.12946378740086,267.8842947377654,166.9424883047479,2.8332070578472663,3.108375555752917,5.12054773232964,8216.0,0,691,,,14.4,4.604
 64896 (2001 YZ80),2.314965992803371,0.1806378251359247,2.537623414958937,305.02098543460284,49.73664790938794,1.8967955705997441,2.733136415006999,3.52229012817812,14802.0,0,702,,,16.1,3.971
 78965 (2003 SY272),3.17820483972491,0.1714267584017513,4.61788908049004,298.926876462669,330.5160686450139,2.633375486514111,3.723034192935709,5.6660581752532995,7288.0,0,601,,,14.4,7.232
  1460 Haltia (1937 WC),2.5420635861719147,0.1878772435353565,6.685717258646427,74.17944965810946,358.0375979985337,2.064467686710333,3.0196594856334977,4.05310464490606,30203.0,0,2515,,,12.7,8.44
